"","X","paranum","paratext","doc","ents"
"511",511,"94","94.   The Chairman said that an item concerning duty-free and quota-free (DFQF) market access for LDCs had been on the CTD's agenda since early 2006. Under this item, delegations had provided information on the steps they were taking, or had already taken, to provide DFQF market access to LDCs. Written communications by some Members had also been considered.","WTCOMTDM103.pdf","Chairman, LDCs, CTD, Members"
"512",512,"95","95.   The representative of Cambodia, on behalf of the LDC Group, thanked Members for providing DFQF to LDCs, as mandated in the Hong Kong and Bali Ministerial Decisions. He urged them not to backtrack on the implementation of the 2005 Hong Kong Ministerial and the 2013 Bali Ministerial Decisions on DFQF market access for LDCs, so as to provide increasingly greater market                                              WT/COMTD/M/103                                                     - 18 - access to LDCs, in a manner that would allow them to raise their trade volume. He also said that the developing country Members, declaring themselves in a position to do so, should, prior to the next Ministerial Conference, seek to improve their existing DFQF coverage for products originating in LDCs in a manner that would raise LDCs' trade volume. He went on to recall that the Bali Ministerial Decision had instructed Members to notify DFQF schemes for LDCs and any other relevant changes, pursuant to the Transparency Mechanism for PTAs. He requested that the CTD should continue to annually review the steps taken to provide DFQF market access to the LDCs, and report to the General Council for appropriate action. Finally, he reminded Members that the Group had submitted the draft Terms of References (ToRs) in the CTD for a clinical examination of DFQF implementation, with a view to identifying the problems hindering the full implementation of the DFQF market access. Therefore, he encouraged Members to inform the LDC Group of their concerns regarding these ToRs so as to allow it to accommodate these concerns.","WTCOMTDM103.pdf","Cambodia, LDC, Group, Members, Hong, Kong, Bali, Hong, Kong, Ministerial, Bali, Members, Members, LDCs, CTD, General, Council, Members, Group, CTD, Members, LDC, Group"
"513",513,"96","96.    The representative of Uganda expressed support for the intervention by Cambodia. With respect to the revised ToRs, he explained that it had not been possible to accommodate all requests made by delegations during the consultations. In particular, the Group had decided to maintain the reference to the Hong Kong Decision, because it was felt that this Decision provided the appropriate background and mandate. Furthermore, the removal of the reference to this Decision from the revised ToRs had systemic implications for all LDC specific issues, including cotton, preferential rules of origin and the services waiver. He questioned the suggestion that no references could be made to the Doha Development Agenda (DDA), noting in particular that this had further implications, for example with respect to the implementation of the Ministerial Decisions from the Bali and Nairobi Ministerial Conferences. He also observed that the proposed clinical examination was not about the future, but rather about how DFQF had been implemented in the past. Any recommendations resulting from the study would have to be agreed to by consensus in the CTD.3","WTCOMTDM103.pdf","Uganda, Cambodia, Group, Hong, Kong, Doha, Development, Agenda, DDA, Bali, Nairobi, Ministerial, Conferences, DFQF"
"514",514,"97","97.   The Committee took note of all interventions.","WTCOMTDM103.pdf","Committee"
"515",515,"98","98.    The representative of Uruguay said that, on 12 June 2017, Uruguay had submitted a document on behalf of Argentina, Brazil, Chile, Mexico, Paraguay and Uruguay, which were members of LAIA. The document, circulated as WT/COMTD/N/53, contained 16 individual notifications that corresponded to each of the Agreements in the 1980 Treaty of Montevideo for the period covering 1 January 2016 – 31 December 2016. The notifications were developed and approved by the LAIA member states under the related Agreements, on the basis of the model established in the document WT/COMTD/63 dated 12 November 2007. These notifications were presented under the individual obligations of WTO Members to notify the instruments concluded under paragraph 4(a) of the Enabling Clause and in compliance with sections D to G of the Transparency Mechanism for RTAs, adopted by the Decision of 14 December 2006, without prejudice to notifications submitted individually by LAIA member states to the CTD or the CRTA. She added that the LAIA signatories of the aforementioned agreements had expressed their willingness to provide any additional information that might be required with respect to any particular aspects of the agreements at a dedicated session of the CTD, in accordance with paragraphs 16 and 18 of the Transparency Mechanism on RTAs.","WTCOMTDM103.pdf","Uruguay, Uruguay, Argentina, Brazil, Chile, Mexico, Paraguay, Uruguay, LAIA, Montevideo, LAIA, WTO, Members, LAIA, CTD, CRTA, LAIA, CTD"
"516",516,"99","99.    The representative of Brazil supported the intervention by Uruguay, and noted that the individual notifications of the agreements concluded in 2016 under the umbrella of the 1980 Treaty of Montevideo were transmitted to the CTD and contained in document WT/COMTD/N/53. These agreements were notified under the Enabling Clause and the notification was drawn up in strict accordance with the standard format provided in document WT/COMTD/63. The notifications were submitted in accordance with individual notifications' obligations of Members, in compliance with the provisions in sections D to G of the Transparency Mechanism for RTAs. He stressed that all the information relating to LAIA Agreements and required in the notification format had been sent to the WTO Secretariat. Nonetheless, the delegation of Brazil was ready to supplement this information, including with respect to any particular aspect of the agreement to which Brazil had been signatory, and in accordance with paragraphs 16 to 18 of the Transparency Mechanism for        3          The points in this paragraph, relating to the revised proposal by the LDC Group, were made by Uganda at the 100th and 101st Sessions. They are reflected once again in the minutes of this meeting at the request of the delegation of Uganda.                                          WT/COMTD/M/103                                                 - 19 - RTAs. He reiterated the willingness of Brazil to participate actively in the discussions aiming at the enhancement of transparency provisions applicable to RTAs within the CTD.","WTCOMTDM103.pdf","Brazil, Uruguay, Montevideo, CTD, Members, WTO, Secretariat, Brazil, Brazil, LDC, Group, Uganda, Uganda, Brazil, CTD"
"517",517,"A","A.      ADOPTION OF THE AGENDA .................................................................................... 2 A.     ADOPTION OF THE AGENDA","WTCOMTDM103.pdf",""
"518",518,"B","B.      OBSERVERS ............................................................................................................. 2 (i)     Request for attendance of ad hoc observers .................................................................. 2 (ii)  Further consideration of requests for observer status by the League of Arab States, the Organisation of Petroleum Exporting Countries (OPEC), the Gulf Organization for Industrial Consulting, the Organization Internationale de la Francophonie, the Common Fund for Commodities, the Organization of Arab Petroleum Exporting Countries (OAPEC) and the Groupe de la Banque Africaine de Développement ....................................................... 2 B.     OBSERVERS (i)    Request for attendance of ad hoc observers","WTCOMTDM103.pdf","League, of, Arab, States, Organisation, of, Petroleum, Exporting, Countries, OPEC, Gulf, Organization, for, Industrial, Consulting, Organization, Internationale, de, la, Francophonie, Organization, of, Arab, Petroleum, Exporting, Countries, OAPEC, Groupe, de, la, Banque, Africaine"
"519",519,"C","C.   TRADE AND DEVELOPMENT – WORK IN THE COMMITTEE ON THE BASIS OF THE CHAIRMAN'S CONCLUDING STATEMENT FROM THE EIGHTH MINISTERIAL CONFERENCE (WT/MIN(11)/11) ..................................................................................... 2 -     Committee on Trade and Development mandate: focal point for consideration and coordination of work on development in the WTO – proposal from Barbados, Belize, China, Cuba, Ecuador, India, and the African Group (WT/COMTD/W/208) .................................. 3 -    Operationalization of the CTD's mandate: a proposal to deliver outcomes based on the MC8 mandate – proposal from China, Cuba, Ecuador, India and the African Group (WT/COMTD/W/192) ........................................................................................................... 4 C.  TRADE AND DEVELOPMENT – WORK IN THE COMMITTEE ON THE BASIS OF THE CHAIRMAN'S CONCLUDING STATEMENT FROM THE EIGHTH MINISTERIAL CONFERENCE (WT/MIN(11)/11)","WTCOMTDM103.pdf","Committee, on, Trade, and, Development, WTO, Barbados, Belize, China, Cuba, Ecuador, India, African, Group, CTD, China, Cuba, Ecuador, India, African, Group"
"520",520,"D","D.      NOTIFICATIONS UNDER THE ENABLING CLAUSE .................................................... 5 -     Gulf Cooperation Council (GCC) Notification of Customs Union – communication from China, Egypt and India (WT/COMTD/W/175) ................................................................... 6 -    Notification of the Agreement on Trade in Goods between the Association of Southeast Asian Nations (ASEAN) and Korea .......................................................................... 7 -    Notification of the Comprehensive Economic Partnership Agreement between India and Korea (Goods) .............................................................................................................. 8 D.    NOTIFICATIONS UNDER THE ENABLING CLAUSE","WTCOMTDM103.pdf","Gulf, Cooperation, Council, GCC, -RRB-, Notification, of, Customs, Union, China, Egypt, India, Trade, in, Goods, Association, of, Southeast, Asian, Nations, ASEAN, Korea, India, Korea"
"521",521,"E","E.  COMMUNICATION FROM URUGUAY ON BEHALF OF THE LATIN AMERICAN INTEGRATION ASSOCIATION (WT/COMTD/W/224) ........................................................ 8 E.  COMMUNICATION FROM URUGUAY ON BEHALF                          OF   THE   LATIN    AMERICAN INTEGRATION ASSOCIATION (WT/COMTD/W/224)","WTCOMTDM103.pdf","URUGUAY, LATIN, AMERICAN, INTEGRATION, ASSOCIATION, URUGUAY, LATIN, AMERICAN, INTEGRATION, ASSOCIATION"
"522",522,"F","F.      WORK PROGRAMME ON ELECTRONIC COMMERCE ................................................. 11 F.    WORK PROGRAMME ON ELECTRONIC COMMERCE","WTCOMTDM103.pdf",""
"523",523,"G","G.  NOTIFICATIONS UNDER THE TRANSPARENCY MECHANISM FOR PREFERENTIAL TRADE ARRANGEMENTS ........................................................................ 17 G.  NOTIFICATIONS UNDER THE TRANSPARENCY MECHANISM FOR PREFERENTIAL TRADE ARRANGEMENTS","WTCOMTDM103.pdf",""
"524",524,"H","H.  REVIEW OF STEPS TAKEN TO PROVIDE DUTY-FREE AND QUOTA-FREE MARKET ACCESS TO LEAST DEVELOPED COUNTRIES ...................................................... 17 H.  REVIEW OF STEPS TAKEN TO PROVIDE DUTY-FREE AND QUOTA-FREE MARKET ACCESS TO LEAST DEVELOPED COUNTRIES","WTCOMTDM103.pdf",""
"525",525,"I","I.      OTHER BUSINESS .................................................................................................. 18                                         WT/COMTD/M/103                                                -2- I.    OTHER BUSINESS","WTCOMTDM103.pdf",""
"526",526,NA,"                                                                                                               RESTRICTED                                                                                                      WT/COMTD/M/103                                                                                                         10 November 2017 (17-6111)                                                                                                          Page: 1/19 Committee on Trade and Development 103rd Session                                   NOTE ON THE MEETING OF 21 JUNE 2017                             Chairman: H.E. Mr. Taonga Mushayavanhu (Zimbabwe)","WTCOMTDM103.pdf","Committee, Chairman, H.E., Taonga, Mushayavanhu, Zimbabwe"
"527",527,"1","1.   The Chairman said that the draft agenda for the 104th Session of the Committee on Trade and Development (CTD) was contained in document WTO/AIR/COMTD/12 circulated on 3 November 2017.","WTCOMTDM104.pdf","Chairman, Committee, on, Trade, and, Development"
"528",528,"10","10.     The Chairperson of the JAG provided an overview of the discussions that had taken place at the JAG meeting. She noted, inter alia, that the ITC’s role within the Geneva trade hub was recognized by both the WTO Director-General and the Secretary General of the United Nations Conference on Trade and Development (UNCTAD). The Executive Director of the ITC had outlined the continued strong demand for ITC services – including with regard to a pipeline of projects valued at over US$ 200 million, and a delivery in 2016 of US$ 85 million – while a number of high-level speakers had shared their thoughts and experiences. With regard to the ITC's Annual Report for 2016, which was presented to the JAG, she said that the ITC had delivered on its targets, with 85% of country-specific interventions channelled to LDCs, Sub-Saharan Africa, landlocked developing countries, small island developing states, small vulnerable economies, and post-conflict and fragile states. The ITC continued to prioritize marginalized segments of society, including through its work on the SheTrades initiative. She went on to say that delegations at the JAG meeting had expressed appreciation for the ITC's focus on priority countries, and for the organization's continued emphasis on promoting inclusive and sustainable trade and economic growth. There was recognition of an improvement in internal coherence and evaluation, and of the ITC's efforts to collaborate with various partners and promote synergies between the private sector and government actors. In terms of thematic focus, delegates highlighted value-chain development, South-South trade and regional integration, export promotion and diversification, reducing non-tariff measures, and trade facilitation. Support was expressed for a number of initiatives, including SheTrades and the Export Potential Map. The ITC’s work on tourism, e-commerce and e-learning was also appreciated. With regard to small and medium-sized enterprises (SMEs), the 2016 edition of the SME Competitiveness Outlook was welcomed.","WTCOMTDM104.pdf","Chairperson, ITC, WTO, Director-General, United, Nations, Conference, on, Trade, and, Development, UNCTAD, Director, ITC, ITC, ITC, ITC, Sub-Saharan, Africa, ITC, ITC, ITC, ITC"
"529",529,"100","100. The Chairman recalled that a fax was sent to Members on 8 November 2017, indicating that the CTD's draft annual report had been circulated in document WT/COMTD/W/231. It was noted that the draft contained a number of square brackets relating to some items, including with respect to discussions to take place at the present meeting. The square brackets would be removed as part of the process of adopting the report, and the discussion that had taken place at the present meeting would be appropriately reflected in the report. Noting that Members had been requested to submit in writing any comments on the draft annual report by 13 November 2017, he informed the Committee that no substantive comments had been received on the report.                                           WT/COMTD/M/104                                                 - 21 -","WTCOMTDM104.pdf","Chairman, Members, CTD, Members, Committee"
"530",530,"101","101. The Committee adopted its annual report for 2017.4","WTCOMTDM104.pdf","Committee"
"531",531,"102","102. The Chairman recalled that, at the beginning of the meeting, the United States had indicated that it wished to raise some concerns relating to procedural matters, and had requested that CTD agendas be henceforth circulated four weeks in advance of a meeting, as laid out in the CTD's rules of procedure. He recalled that he had suggested that these issues could be taken up under ""Other Business"". However, he understood that the United States had already had the opportunity to make its interventions earlier in the meeting.","WTCOMTDM104.pdf","Chairman, United, States, CTD, United, States"
"532",532,"103","103. The representative of the United States confirmed that his delegation had already had the opportunity to make its interventions earlier in the meeting.","WTCOMTDM104.pdf","United, States"
"533",533,"104","104. The Chairman said that he wished to say a few words for the benefit of Members on the timeframe for the issuance of agendas for CTD meetings. He noted that the practice in the CTD for several years now had been to issue agendas ten days before a meeting, similar to what was mentioned in the General Council's rules of procedure. However, the CTD's rules of procedure, contained in document WT/COMTD/6 – and which was to be read in conjunction with the General Council's rules of procedure contained in document WT/L/161 – did indeed specify a four-week period for the issuance of meeting notices. He referred in particular to Rules 2, 3 and 4 of the CTD's rules of procedure, and observed that adherence to these rules would mean that the agenda for a meeting would close four weeks before a meeting, and documentation for the meeting would also need to be circulated before the agenda was issued. He noted that this would require quite a bit of advance preparation for Members and the Secretariat.","WTCOMTDM104.pdf","Chairman, Members, CTD, CTD, General, Council, CTD, General, Council, CTD, Members, Secretariat"
"534",534,"105","105. The representative of the United States indicated that he wished to share some information on the practices in other WTO bodies. He noted in particular that, in some cases, while a draft agenda was issued a number of weeks in advance of a meeting, this did not necessarily mean the close of the agenda. The closing of the official agenda was still ten days prior to the meeting. This was a way for Members to be informed of what could be expected to be on the agenda of a meeting several weeks in advance, but without facing a situation in which the agenda was already closed.","WTCOMTDM104.pdf","United, States, WTO, Members"
"535",535,"106","106. The Chairman recalled that he had indicated at the beginning of the meeting that he wished to raise a matter under ""Other Business"" concerning the work being carried out by the Secretariat on a publication titled ""Mainstreaming Trade in the Sustainable Development Goals"". He informed the Committee that the Secretariat publication would offer insights on the role of trade and the WTO in achieving the SDGs in all three dimensions: economic, social and environmental. It would also provide guidance on how to mainstream trade to expand economic opportunities for poverty reduction, and how countries could get organized to deliver on the SDGs. Work on the publication was well advanced, and the Secretariat was aiming to launch it in the first half of 2018. Members could consider inviting the Secretariat to make a presentation of the publication at a future CTD meeting.","WTCOMTDM104.pdf","Chairman, Secretariat, Committee, Secretariat, WTO, Secretariat, Members, Secretariat, CTD"
"536",536,"107","107. The Committee took note of all interventions.","WTCOMTDM104.pdf","Committee"
"537",537,"108","108. The meeting was adjourned.                                                __________       4           The report was issued in document WT/COMTD/96 and WT/COMTD/96/Corr.1.","WTCOMTDM104.pdf","Corr"
"538",538,"11","11.    On areas for further improvement, the ITC was asked to strengthen efforts to ensure that deliverables remained tailored to the context of clients. Delegations also requested that work on trade and investment support institutions (TISI) development receive complementary support, in order to provide better services for SMEs. The ITC was invited to continue its efforts to diversify its funding mechanisms. In the second part of the meeting, the JAG was presented with the 2017 Annual Evaluation Synthesis Report, and with the outline of the new Strategic Plan for the 2018-2021 period. The discussion on the evaluation showcased the findings of the past year, while synthesizing lessons learned and providing recommendations to ITC management for future operations. Overall, the results were positive, and the ITC was found to be on track in terms of its core business and management approach. It was noted that the programmatic approach had been progressively integrated into new project design, and the organization's comparative advantage in supporting SMEs in their efforts to internationalize was confirmed. With regard to the Strategic Plan, the discussion centred on ensuring that the new strategy linked the ITC’s interventions to the Sustainable Development Goals (SDGs), focused on customized approaches to the specific trade and development needs of clients, and prioritized results and impact. Delegations were invited to further contribute to the consultative process. In closing, she listed a number of events taking place during the WTO's Eleventh Ministerial Conference (MC11) in which the ITC would participate. These included the Trade and Sustainable Development Symposium, the launching of both a trade helpdesk for SMEs and a cotton portal, and an event concerning SheTrades in Argentina and the                                          WT/COMTD/M/104                                                  -4- promotion of an inclusive trade agenda. The ITC would also support a declaration on gender and trade.","WTCOMTDM104.pdf","ITC, TISI, ITC, ITC, ITC, ITC, WTO, ITC, Argentina, ITC"
"539",539,"12","12.   The representative of Japan expressed appreciation for the ITC’s efforts to realize sustainable economic growth through inclusive trade. She commended the organization for its active and tangible work on the ground, and welcomed the positive results achieved. Her delegation looked forward to further collaboration with the ITC.","WTCOMTDM104.pdf","Japan, ITC, ITC"
"540",540,"13","13.    The representative of the European Union appreciated the ITC's cooperation with her delegation, and congratulated the organization on its recent performance. She noted with satisfaction the increasing focus of assistance to LDCs and other countries most in need, as well as the ITC's work in such areas as women's economic empowerment.","WTCOMTDM104.pdf","European, Union, ITC, ITC"
"541",541,"14","14.  The Committee took note of the report of the 51st Session of the JAG and forwarded it to the General Council for adoption.","WTCOMTDM104.pdf","Committee, General, Council"
"542",542,"15","15.    The Chairman said that the Annual Performance Report on Technical Assistance and Training 2016 was contained in document WT/COMTD/W/225. He invited a representative of the Institute for Training and Technical Cooperation (ITTC) to introduce the report.","WTCOMTDM104.pdf","Chairman, Institute, for, Training, and, Technical, Cooperation"
"543",543,"16","16.    The representative of the ITTC said that the report was structured around three principal sections. There was firstly a section on the main developments in technical assistance (TA) in 2016 compared to the previous year. Another section addressed the implementation of the TA Plan and the main features of the TA provided in 2016, while a third section looked at the evaluation of performance in 2016. As part of his summary of the main developments in 2016, he observed that, while the volume of activities and related expenses remained stable, the Secretariat had been obliged to tap into its financial reserves, in light of a decrease in resources. He indicated that progress continued towards the full implementation of a TA management system based on results, and pointed to an improvement in the substantive content of the TA offer, including through a number of new courses. Turning to the implementation of the Biennial Technical Assistance and Training Plan (TA Plan) for the 2016-2017 period, he informed the Committee that 274 activities were delivered in 2016, and the Secretariat was also involved in 40 other activities. A total of 18,600 participants were trained, representing an increase of 25% compared to 2015. About 43% of the participants were women. As in previous years, priority continued to be given to Africa and the least developed countries (LDCs). Half of the TA provided had a general scope, while the specific subjects most in demand were sanitary and phytosanitary (SPS) measures, technical barriers to trade (TBT), market access for goods and trade-related aspects of intellectual property rights (TRIPS). In terms of languages, the most significant evolution was the increase in the proportion of activities offered with interpretation in at least one other language. Finally, he provided an overview of the section concerning the evaluation of performance – which he noted was positive overall, and was focused on the four Key Results identified in the TA Plan. The Committee was informed that Key Result 1 was the most successful, with 71% of its targets met. This was followed by Key Result 2 at 50%, Key Result 4 at 39%, and Key Result 3 at 25%.","WTCOMTDM104.pdf","ITTC, Secretariat, Committee, Secretariat, Africa, Committee"
"544",544,"17","17.   The representative of India emphasized the importance of TA for developing countries. He commended the Secretariat for having maintained the volume of TA activities in 2016, and for having tailored the TA activities to beneficiaries’ priorities. He also welcomed the focused approach adopted by the Secretariat in the TA activities and hoped that this approach would continue in the future.","WTCOMTDM104.pdf","India, Secretariat, Secretariat"
"545",545,"18","18.    The representative of Sri Lanka welcomed the success of the TA activities in 2016. He highlighted the importance of the WTO's TA for beneficiary countries, and invited the Secretariat to provide technical support to Sri Lanka for the development of a trade remedy system. He noted with interest the significant rise in the number of participants in online courses, as well as the success of the intermediate trade policy courses. He also stressed the importance of the internship programmes – particularly for small missions like his own, which had a limited number of officials covering WTO matters.                                         WT/COMTD/M/104                                                -5-","WTCOMTDM104.pdf","Sri, Lanka, WTO, Secretariat, Sri, Lanka, WTO"
"546",546,"19","19.   The representative of Egypt welcomed the ITTC's efforts in the context of decreasing TA resources. He recognized the importance of TA activities in enhancing the capacity of developing countries, and encouraged the ITTC to continue its work in this regard.","WTCOMTDM104.pdf","Egypt, ITTC, ITTC"
