"","X","paranum","paratext","doc","ents"
"4991",4991,"116","116.     The representative of Kenya thanked other delegations for their views and comments on the proposal made by her delegation. She said that her delegation wished to respond to and possibly clarify some of the issues and concerns raised. Regarding the legal basis for work in the WTO, and particularly work in the CTD on the stabilization of commodity prices, she said that, as was pointed                                                                                     WT/COMTD/M/46                                                                                            Page 37 out in paragraph 33 of her delegation's paper, Article XXXVIII of Part IV of the GATT specifically encouraged Members inter alia to negotiate and adopt international arrangements providing inter alia ""measures to attain stable, equitable and remunerative prices for exports of primary commodities."" That provision further provided that such arrangements provide for collaboration in matters of trade and development with UN bodies such as UNCTAD and other international financial institutions. That was a view that was shared by many Members given the inclusion of the paragraph on commodities in the draft Cancún Ministerial Declaration. That was a paragraph on which there seemed to be consensus. The main responsibility for overseeing the implementation of the provisions of Part IV of the GATT rested with the CTD. The CTD therefore had a clear mandate to discuss and agree on the measures that could be taken at the international level for the stabilization of prices for primary commodities. In undertaking such work the CTD could further request other WTO bodies, including negotiating groups, to examine the issues falling under their respective mandates and report back to the CTD on the progress made and the results achieved in their deliberations. Her delegation agreed that, under ordinary circumstances, it would be desirable for prices to be determined by free market forces. Economic theory however recognized that Governments had a legitimate obligation to intervene where there was market failure. Such market failure could occur when there was imbalance between demand and supply which was responsible for price volatility. Such situations had in the past made it necessary for interested countries to enter into arrangements for supply management by negotiating commodity agreements in which both consuming and producing countries participated, or in the alternative, by negotiating agreements or arrangements in which only producing countries participated. Her delegation agreed that past experience had shown that commodity agreements had not been successful in stabilizing prices of commodities. The economic clauses which authorized international commodity organizations like those of coffee, cocoa and sugar to intervene in the market had been suspended. While there could be many reasons for the failure of those commodity agreements, most importing processing industries in developed countries continued to benefit from the low prices and their governments had not generally been enthusiastic about allowing the buffer stocks in agencies to enter into the market with a view to averting or controlling declines in prices. As the non-paper explained in paragraph 22, the approach of developed countries on that issue appeared to be undergoing a change. It could currently be argued that there was an increasing willingness on the part of developed countries to intervene in the market to control production on a mutually advantageous basis in industrial raw materials which they produced such as steel, aluminium, and some industrial chemicals. Informal agreements to control the production of aluminium appeared to exist at present amongst major aluminium producing countries. With regards to steel, she said that negotiations for the control of production through, inter alia, the acceptance of an enhanced discipline for the use of subsidies with a view to reducing structural oversupply were underway in the OECD. In the developing world, the serious problem posed to trade and development as a result of declining prices had made producing countries give serious consideration to arrangements for supply management among producing countries. The UNCTAD Report of the Meeting of Eminent Persons on Commodity Issues noted the positive results that Malaysia and other rubber producing countries had been able to achieve following the adoption of an agreement for supply management. She said that she briefly wished to comment on the point made relating to the consistency of price stabilization measures which might involve restrictions on imports and exports with the overall objective of the WTO of promoting free trade through the elimination of barriers to trade. In her delegation's view, the objective of the WTO was to promote trade liberalization subject to the condition that it promoted development and assisted poor countries in alleviating poverty in line with the preamble to the Marrakesh Agreement. Measures taken to ensure that farmers producing primary commodities secured prices at remunerative rates in order to improve their living standards was therefore fully consistent with the objectives of the GATT and the WTO. That was specifically recognized in Part IV of the GATT which contained provisions relating to the role of trade in promoting development.","WTCOMTDM46.pdf","Kenya, WTO, CTD, GATT, Members, UN, UNCTAD, Members, Cancún, GATT, CTD, CTD, CTD, WTO, CTD, OECD, Malaysia, WTO, WTO, GATT, WTO, GATT"
"4990",4990,"115","115.    The representative of Cuba reiterated her delegation's support for the proposal made by the representative of Kenya and stressed the relevance of the CTD considering those proposals. Her delegation supported the proposal for a special session dedicated to trade and commodities. That was an issue which had been left outside of the multilateral negotiating agenda and it was an important subject for a large number of Members who had seen a constant decline of their share in world trade over the past years due to their structural dependence and the drop in commodity prices for reasons that were known to all. Her delegation also supported the proposals for an inventory to be prepared by the Secretariat and the referral of the paper by the delegations of Kenya, Tanzania and Uganda to other WTO bodies. She also highlighted the importance of cooperating with other organizations that had already undertaken analysis on commodities such as UNCTAD.","WTCOMTDM46.pdf","Cuba, Kenya, CTD, Members, Secretariat, Kenya, Tanzania, Uganda, WTO, UNCTAD"
"4989",4989,"114","114.    The representative of Japan said that, having acknowledged the concerns of developing countries, in particular the countries dependent on a few export commodities, his delegation wished to continue discussions on the matter. However, his delegation believed that there was still a wide gap between the proponents and the other members on how to proceed with future work on the issue. He said that his delegation therefore expressed its reservation against the establishment of a special session based on the proposals put forward by the representative of Kenya which still contained some controversial points as mentioned by the delegations of the United States, Canada and the European Communities. It would nevertheless be useful to compile documentation related to the matter for Members to get a clearer picture of the situation and consider options for future work. His delegation therefore supported the ideas mentioned by the representative of Kenya to ask the Secretariat to make such a compilation for the further discussion. His delegation considered that such an exercise would be helpful before embarking on a substantial discussion on the proposals contained in the non paper. As suggested by several delegations at the last session of the Committee, it could continue the discussions in an informal setting.","WTCOMTDM46.pdf","Japan, Kenya, United, States, Canada, Members, Kenya, Secretariat, Committee"
"4988",4988,"113","113.    The representative of India said that Members needed to recognise the seriousness of the long-term decline in commodity prices which had been flagged by the representative of Kenya. It also had to be recognized that the subject was a legitimate concern of the WTO, and of the CTD within the WTO. The mandate of the WTO in that regard was explicit in Articles XXXVI and XXXVIII of GATT 1994. In addition, the terms of reference of the CTD left no doubt that what the Committee was considering was well within the ambit of the subjects that the CTD was supposed to deal with. In terms of how progress could be made, his delegation believed that there was a need for more analytical work by the Secretariat. A first step in that direction could be the preparation of an inventory of research papers and other documentation that had been prepared by other international organizations. He said that it would also be useful for the Secretariat to liaise more actively with other organisations such as UNCTAD and FAO which were working on the subject. His delegation also supported the idea of a special session of the CTD, but the timing was a matter that could be discussed depending on the progress the Committee could make and the background material the Secretariat could prepare.","WTCOMTDM46.pdf","India, Members, Kenya, WTO, CTD, WTO, WTO, GATT, CTD, Committee, CTD, Secretariat, Secretariat, UNCTAD, FAO, CTD, Committee, Secretariat"
"4987",4987,"112","112.  The Chairman asked for Members' views on the proposals to convene a special session of the CTD and to refer the issue to other WTO bodies.","WTCOMTDM46.pdf","Chairman, Members, CTD, WTO"
"4986",4986,"111","111.     The representative of Nigeria said that his delegation supported the request made by the representative of Kenya and believed that a background document by the Secretariat could do justice to the topic and bring out some of the salient issues mentioned and some of the reservations made by other delegations. His delegation also supported the idea of convening a special session of the CTD with a view to consider the transmission of the issue to other WTO bodies.","WTCOMTDM46.pdf","Nigeria, Kenya, Secretariat, CTD, WTO"
"4985",4985,"110","110.    The Chairman said that the meeting had been suspended on item E of the Agenda. The delegation of Kenya had then made a number of suggestions to the Committee, for it to review the problems that primary exporting countries encountered and asked the Secretariat to elaborate background documentation, including an inventory of documents and reports prepared by other organizations. The delegation of Kenya had further proposed the organization of a special session of the CTD to consider the questions mentioned in their paper and during which the Committee could decide to transmit the paper to other WTO bodies. In response to the suggestions made by the delegation of Kenya, some Members had expressed their reservation regarding the transmission of the document to other WTO bodies in light of the fact that, among other reasons, the work of those bodies had been suspended. Some members however did express an interest in having the Committee request the Secretariat to draw up an inventory of documents and reports which could be useful for a discussion in the CTD in order to avoid duplication of work undertaken by other organizations. WT/COMTD/M/46 Page 36","WTCOMTDM46.pdf","Chairman, Kenya, Committee, Secretariat, Kenya, CTD, Committee, WTO, Kenya, Members, WTO, Committee, Secretariat, CTD"
"4984",4984,"11","11.      The representative of Mauritius said that he was speaking on behalf of his Government, but as coordinator of the African Group wished to point out that the African Group had not yet met to discuss the document. However, he was certain that it would do so and come up with substantive reflections in due course. A large number of the components of the TA Plan catered for the needs of African countries. He would deal with both the report on the implementation of the 2003 TA Plan and the draft 2004 TA Plan together. It was important that the TA Plan continued to be based on the principles and priorities laid down in the strategy for the TA cooperation as enunciated in the Doha Ministerial Declaration. He noted that the Geneva-based trade policy courses would include a trade policy course for French speaking officials. That was important and useful because there were a large number of Francophone African Member countries. In paragraph 19 on page 5 that the Secretariat had planned regional trade policy courses for Anglophone African Member countries to be held in Nairobi, Kenya and that the venue for the course for Francophone African Member countries, was still to be determined. There were other programmes of interest to Africa such as the Joint Integrated Technical Assistance Programme (JITAP) that was well underway and which in the initial stages had been delivered to a number of African countries and which would probably be extended to other African countries. The African Group might wish to express its interest on the round table held in Tanzania, Uganda and Gambia on the Integrated Framework (IF). Among the regional seminars, the Secretariat had continued to focus on the needs of African countries in terms of working towards the needs of the Anglophone and Francophone countries. That was an important component of the 2004 TA Plan. His delegation was pleased to see that the regional seminars would cover the Uruguay Round Agreements and WTO related topics. He said that African countries were interested in the national TA and training activities spelt out in paragraph 36 of page 9 which related mainly to accessions and mainstreaming. Mention was made of assisting Members in the services negotiations an issue which needed emphasis as African countries were well behind in that process.","WTCOMTDM46.pdf","Mauritius, African, Group, African, Group, Member, Secretariat, Member, Nairobi, Kenya, Member, Africa, Joint, Integrated, Technical, Assistance, Programme, African, Group, Tanzania, Uganda, Gambia, Secretariat, Uruguay, WTO, Members"
"4983",4983,"109","109.    The representative of Switzerland said that the problem raised by the delegations of Kenya, Tanzania and Uganda was an essential problem for developing countries and for the world economy. The CTD should not consider the problem of short-term price fluctuations, although it was true that prices for some products had increased in the previous months, but consider the long-term structural problem of declining revenue for developing countries. He said that he did not believe that it made sense to talk about substance and Members' own convictions regarding the solutions before Members had agreed that the problem was important enough for the trading system and developing countries and for the WTO to become a forum for such discussions. His delegation believed that the WTO was such a forum as some of the issues were part of the negotiating agenda. He believed that the CTD could follow the consensus reached in the draft Cancún Ministerial Declaration as that paragraph had not given rise to any problems. Members could therefore assume that there was a consensus for the CTD to continue to consider the issue. When considering how to deal with the issue it was clear that some of the proposals made by the representative of Kenya were too far reaching. The Secretariat should continue its work on the issue and should make an inventory and try to find focus which could be presented to the CTD for discussion. The focus had to be restricted in terms of the types of commodities treated as well as to the types of instruments that the WTO could consider. However, that did not exclude the CTD from discussing instruments which would have to be dealt with elsewhere. The CTD should nevertheless not refer the issue to other WTO bodies which at that time did not have any mandate to continue their work. The issue was part of the DDA and Members should use the time available to take a step forward.                                  Resumed Meeting on 23 October","WTCOMTDM46.pdf","Switzerland, Kenya, Tanzania, Uganda, CTD, Members, Members, WTO, WTO, CTD, Cancún, Members, CTD, Kenya, Secretariat, CTD, WTO, CTD, CTD, WTO, DDA, Members"
"4982",4982,"108","108.     The representative of the European Communities said that his delegation was not in a position to agree to the proposals that had been made by the representative of Kenya. Nevertheless, his delegation nevertheless recognized that there were issues in connection with trade and commodities that might merit further discussion and analysis within the framework of the CTD. His delegation had no objection to pursuing such work in the coming months. However, the CTD had to be clear about the scope and objectives of any discussions it envisaged, as well as how discussions in the WTO, and in the CTD specifically, could provide added value to efforts made by other international organizations, some of which had already been mentioned such as UNCTAD, the World Bank and the IMF. For that reason, the CTD needed to reflect on how to proceed. In doing so, the Committee needed to address questions relating to the focus of the discussions. His delegation joined other delegations in expressing reservations against reintroducing market management instruments which had been attempted in the past and not been successful. It was more a question of competitiveness, diversification and of how to develop downstream industries building on commodity strengths. What         2             Issued as United Nations General Assembly document A/58/401 on 2 October 2003.                                                                                   WT/COMTD/M/46                                                                                          Page 35 would be interesting was to treat questions such as encouraging investment an diversification down the production chain. Members had to be certain about the focus they wished to give the discussion in the CTD and what contribution they believed the CTD could make. Further clarification was needed to identify which commodities the Committee was to consider. Some commodities had in the past experienced declining terms of trade. That could have had a negative impact on export earnings of particular developing countries. The situation was however not identical in each individual market. Members therefore needed to decide whether they were to consider agricultural or mineral commodities, food-related commodities or non food-related commodities, tropical products or non tropical products or whether the commodities should be considered on a case-by-case basis or at a general level and whether the proponents had in mind something more limited in mind in terms of the scope of the discussion. The outcome of the Cancún Ministerial Conference had not provided Members with any additional political guidance on how to handle the issue in the future. He said that, in his view, that meant that the CTD, at that moment, had to proceed on the basis of its own resources rather than in cooperation with other WTO bodies. The CTD nevertheless had to be conscious about what was being done by other organizations in that field and what would fall within the scope of the WTO negotiating groups on agricultural and industrial products when those were reactivated.","WTCOMTDM46.pdf","European, Communities, Kenya, CTD, WTO, CTD, UNCTAD, World, Bank, IMF, CTD, Committee, United, Nations, General, Assembly, Members, CTD, CTD, Committee, Members, Cancún, Ministerial, Conference, Members, CTD, WTO, CTD, WTO"
"4981",4981,"107","107.     The representative of Australia said that her delegation was sympathetic to the message behind the paper submitted by the delegations of Kenya, Tanzania and Uganda on the serious problems that low commodity prices were causing and the implications for development. It was for that reason that her Government continued to be a strong proponent of further international trade reform through the agricultural negotiations of the DDA. There was little doubt that a fairer and market-oriented agricultural trading system would provide significant benefits to all Members, and to developing countries in particular. She noted that the paper mentioned many issues that should be discussed in the agricultural negotiations. Her delegation was therefore prepared to consider the paper in further detail. However, her delegation also shared some of the concerns that had been voiced by the delegation of Canada such as where in the WTO the issue should best be raised and that Members needed to be mindful of what the WTO could and could not do. The suggestion made by the representative of Kenya for an inventory of documents was an important first step that should be considered as a way forward.","WTCOMTDM46.pdf","Australia, Kenya, Tanzania, Uganda, DDA, Members, Canada, WTO, Members, WTO, Kenya"
"4980",4980,"106","106.    The representative of Canada said that her delegation had similar reservations as those expressed by the representative of the United States about the particular approaches proposed in the paper presented by the delegations of Kenya, Tanzania and Uganda. Notwithstanding that, her delegation did believe that it did contain some issues which were worth consideration in the CTD. Her delegation supported the idea of an inventory of documents. That was an important first step as a large number of documents existed on the topic. The Committee should however not decide immediately to hold a special session until it had considered the issue further as well as what was being done elsewhere. A session would be organized at UNCTAD the following day to consider the ""Report of the Meeting of Eminent Persons on Commodity Issues"".2 A large session was planned between UNCTAD and the International Institute for Sustainable Development (IISD) for later in 2003. With respect to the transfer of documents to other WTO bodies she said that her delegation considered it pointless to refer documents to bodies which were not operating at that time.","WTCOMTDM46.pdf","Canada, United, States, Kenya, Tanzania, Uganda, CTD, Committee, UNCTAD, UNCTAD, International, Institute, for, Sustainable, Development, WTO"
"4979",4979,"105","105.     The representative of the United States said that her Government had had an opportunity to carefully review the paper submitted by the delegations of Kenya, Tanzania and Uganda and had strong reservations regarding the direction of the paper. The paper anticipated stabilizing commodity prices through supply management and other actions such as reducing production for example by cutting trees, buying buffer stocks or destroying them, forming international commodity agreements, and banning exports based on quality criteria. Her Government thought that that was going in the wrong direction. As her delegation had stated at the July 2003 meeting of the General Council, it was her delegation's view that prices and the terms of trade for commodities were functions of markets. The WTO was devoted to the ideas of competition and free trade. Her delegation therefore did not see the merit in contemplating arrangements that might restrict competition. Where such arrangements had been tried in the past, they had not been successful. As such agreements had become unworkable, Members had moved on in other directions. The goals of the WTO were to work towards trade liberalization, not trade restriction. Commodity arrangements to restrict production and manage markets were contrary to the goals of the WTO. Her delegation had also noted that the paper focused on a narrow set of commodities. Other Members could rightly argue that the prices of a broad range of agricultural and non-agricultural commodities had, at some point, WT/COMTD/M/46 Page 34 experienced volatility and decline. She asked whether it would be prudent to consider supply- management for any or all commodities or products that had experienced substantial price volatility at one point in time. Commodity prices that were low for a period would often reverse. She noted for instance that cotton prices were at a record high in 2003. Her delegation did not wish to contemplate price stabilization schemes, particularly considering previous efforts at plurilateral agreements such as those in dairy and meat. Her delegation was thus, at that point, unable to agree to the specific proposals that had been put forward by the delegation of Kenya on how to proceed, although her delegation understood and the concerns expressed. Also, there was no ongoing process in the negotiating groups on which to build at that point. It was therefore inappropriate to forward any work to the negotiating groups whose work had been suspended. More fundamentally, her delegation was not convinced that that was a particularly productive way of proceeding.","WTCOMTDM46.pdf","United, States, Kenya, Tanzania, Uganda, General, Council, WTO, Members, WTO, WTO, Members, Kenya"
"4978",4978,"104","104.    The representative of Cuba said that at the last session when the initial proposal had been made by the delegations of Kenya, Tanzania and Uganda, her delegation had not been prepared to make any comment with respect to whether what was proposed could be implemented in the CTD. However, her Government had considered the issue and felt that it merited attention and her delegation therefore supported the proposals made in the third part of the document regarding the need to broaden the WTO's attention to primary commodities. That issue should be dealt with in the CTD.","WTCOMTDM46.pdf","Cuba, Kenya, Tanzania, Uganda, CTD, WTO, CTD"
"4977",4977,"103","103.     She went on to suggest that the Committee decide to transmit the non-paper, which her and other delegations had submitted, for consideration by the following bodies: the Special Session of the Committee on Agriculture when it resumed its work, the Negotiating Group on Market Access when it resumed its work, the Working Group on Trade, Debt and Finance and the Working Group on Trade, Transfer and Technology. Those bodies should be requested to commence an examination of the issues and problems identified in the non-paper, which fell within their respective mandates. She further suggested that the CTD should remain responsible for overseeing that progress was made by those bodies in finalizing concrete solutions during the course of the negotiations to the problems which the primary exporting countries faced as a result of declining commodity prices. The Committee should, towards that end request the other bodies to send continuous reports on their respective discussions for review and assessment.","WTCOMTDM46.pdf","Committee, Committee, on, Agriculture, Negotiating, Group, on, Market, Access, Working, Group, on, Trade, Working, Group, on, Trade, CTD, Committee"
"4976",4976,"102","102.    The representative of Kenya said that she wished to begin by thanking the Chairman, on behalf of her delegation and the delegations of Tanzania and Uganda, for the efforts he had made in pursuance of the request made by them to get a paragraph on commodity issues included in the Cancún Ministerial text. Her delegation considered that the failure of the Cancún Ministerial Conference should not in any way lead to the postponement of the analytical and research-oriented work which the Committee should undertake to ensure that in the current negotiations, solutions were found to the problems that the commodity exporting countries encountered as a result of declining commodity prices. Towards that end, she said that she wished to make the following suggestions for consideration and appropriate decisions at that or future meetings. First, the sponsors of the paper wished to propose that the Committee commence an examination of the problems that primary exporting countries encountered, on the basis of the elements that had been identified in the non- paper. She further proposed that the Secretariat be asked to prepare the background documentation                                                                                    WT/COMTD/M/46                                                                                           Page 33 for that exercise including an inventory of documents and reports that could provide a useful basis for discussion. That would help Members avoid duplicating what had already been done by other organizations. In that context, it was important to note that useful work for addressing those problems was being done not only by the concerned international commodity organizations but also by other organizations like UNCTAD and the World Bank. UNCTAD for instance, had recently arranged for a meeting of eminent experts to examine the problems faced by coffee exporting countries. The World Bank had issued a study entitled ""The State of Sustainable Coffee: A Study of Twelve Major Markets"" which surveyed the demand and consumption trends in eleven European markets and Japan. In addition, it appeared from the recent annual report of the WTO, that the Economic Research and Statistics Division of the Secretariat was engaged, as a part of its ongoing work, in examining some of the issues that had implications for the development of trade in primary commodities. To begin such discussions the CTD could hold a special session during which substantive discussions could be held on the issues identified in the non-paper. However, in order for substantive discussions to take place it would be necessary to ensure that the required background documentation was available to delegations well in advance of the proposed special session of the Committee. She proposed that the representatives of the World Bank, IMF and UNCTAD, and if possible the representatives of international commodity organizations, be invited to that special session.","WTCOMTDM46.pdf","Kenya, Chairman, Tanzania, Uganda, Cancún, Committee, Committee, Secretariat, Members, UNCTAD, World, Bank, UNCTAD, World, Bank, Japan, WTO, Economic, Research, and, Statistics, Division, Secretariat, CTD, Committee, World, Bank, IMF, UNCTAD"
"4975",4975,"101","101.     The Chairman said that said that the item relating to declining terms of trade for primary commodities, and its implication to the trade and development of primary commodity exporting countries had been discussed at the last meeting upon the request by some African primary commodity exporting countries. The delegations of Kenya, Tanzania and Uganda had submitted a paper on the issue contained in document WT/COMTD/W/113. The delegation of Kenya had, when introducing the document, highlighted the declining terms of trade for primary commodities and its effects on the trade and development of primary commodity exporting countries and had suggested that the WTO take action. The Committee had taken note of the document and the statements made and as requested by the Committee the Chairman said that he had held informal consultations on 3 July 2003 after which the delegations of Kenya, Tanzania and Uganda had suggested that the issue of declining terms of trade for primary commodities be included in the Cancún Ministerial Declaration or any document issued from that Conference. They had, in that context, submitted document WT/GC/W/508 of 22 July 2003 to the General Council. During the informal consultations of the CTD, Members had agreed that the Committee revert to the issue at its 46th Regular Session.","WTCOMTDM46.pdf","Chairman, Kenya, Tanzania, Uganda, Kenya, WTO, Committee, Committee, the, Chairman, Kenya, Tanzania, Uganda, Cancún, General, Council, CTD, Members, Committee"
"4974",4974,"100","100.      The Chairman said that, before concluding the item, he wished to draw Members' attention to a letter related to the reporting by the Sub-Committee on LDCs. At the request of the CTD at its 44th Session, the Sub-Committee on LDCs had considered the initiative by the Government of Canada for the LDCs. He said that, following the consideration, the Chairman of the Sub-Committee, Ambassador Molander, had sent a letter which stated that, during its 33rd Session, the Sub-Committee on LDCs had welcomed the initiative taken by the Government of Canada. That letter was available in the room. The Sub-Committee had also appreciated the improvement in the rules-of-origin regulations for textiles and apparel products. The Chairman of the Sub-Committee had indicated that, for further information, the discussion in its entirety was available in the report of the 33rd Session of the Sub-Committee contained in document WT/COMTD/LDC/M/33.","WTCOMTDM46.pdf","Chairman, Members, CTD, LDCs, Canada, LDCs, Chairman, Ambassador, Molander, Canada, Chairman, Sub-Committee"
"4973",4973,"10","10.      The representative of the United States echoed the remarks made by the delegations of the European Communities and Switzerland. She said that the report would be helpful when considering the financial elements of the delivery of the 2003 TA Plan and in terms of what the Secretariat was attempting to deliver for 2004 with the same resources. That gave Members a better sense to where they stood with respect to the overall 2003 TA Plan and its implementation. Members had received an assessment for the first half of the year and she asked when they would receive the report on the third quarter. She asked what the Secretariat's plans were with respect to ensuring that it delivered the remainder of activities that were feasible. She was talking in terms of an assessment of how those activities that had not been delivered as part of the 2002 TA Plan could be delivered or perhaps in finding an alternative way than had been anticipated to meet those needs. There had been a lot of reprogramming due to the SARS crisis and the Iraqi war. She said that it would be helpful for information on further implementation in 2003to be provided orally or where figures were involved it would be useful for delegations to receive that information in writing.","WTCOMTDM46.pdf","United, States, Switzerland, Secretariat, Members, Members, Secretariat"
"4972",4972,"1","1.   The Chairman said that the draft Agenda for the meeting was contained in Airgram WTO/AIR/2166/Rev.1 of 7 October 2003.","WTCOMTDM46.pdf","Chairman"
